seccion,distrito,rango_edad,sexo,nacionalidad,procedencia,total
18,3,30 - 34,Hombre,Extranjero,BOLIVIA,1
16,2,5 - 9,Mujer,Nacional,MADRID,1
33,4,40 - 44,Mujer,Extranjero,BULGARIA,1
33,4,25 - 29,Hombre,Nacional,JAEN,1
44,3,20 - 24,Hombre,Nacional,BARCELONA,1
19,3,5 - 9,Mujer,Nacional,MADRID,1
28,4,45 - 49,Hombre,Extranjero,CUBA,1
11,1,45 - 49,Hombre,Nacional,JAEN,1
3,3,20 - 24,Hombre,Nacional,MADRID,1
27,3,30 - 34,Mujer,Extranjero,ESLOVENIA,1
36,4,15 - 19,Mujer,Extranjero,CHINA,2
7,1,10 - 14,Hombre,Nacional,CACERES,1
6,1,30 - 34,Hombre,Nacional,SALAMANCA,1
6,4,25 - 29,Hombre,Nacional,GRANADA,1
1,4,35 - 39,Hombre,Extranjero,ITALIA,1
11,4,40 - 44,Mujer,Extranjero,POLONIA,1
18,1,20 - 24,Hombre,Extranjero,REPUBLICA MOLDOVA,1
6,1,50 - 54,Mujer,Nacional,CACERES,1
1,4,20 - 24,Hombre,Extranjero,RUMANIA,1
13,2,0 - 4,Hombre,Nacional,MADRID,2
37,4,50 - 54,Hombre,Nacional,GUIPUZCOA,1
7,1,0 - 4,Mujer,Nacional,MADRID,2
36,4,35 - 39,Hombre,Nacional,CIUDAD REAL,1
28,4,45 - 49,Mujer,Extranjero,PERU,1
3,4,55 - 59,Mujer,Nacional,ZAMORA,1
29,3,40 - 44,Hombre,Nacional,TOLEDO,1
36,4,55 - 59,Hombre,Extranjero,VENEZUELA,1
21,4,40 - 44,Hombre,Extranjero,UCRANIA,1
47,3,35 - 39,Mujer,Extranjero,HONDURAS,1
24,4,70 - 74,Mujer,Nacional,JAEN,1
6,2,15 - 19,Mujer,Nacional,MADRID,1
10,3,65 - 69,Mujer,Extranjero,ECUADOR,1
30,3,95 - 99,Mujer,Nacional,CUENCA,1
23,4,65 - 69,Mujer,Nacional,TOLEDO,1
21,4,20 - 24,Hombre,Nacional,MADRID,1
17,3,60 - 64,Mujer,Nacional,BADAJOZ,1
38,3,10 - 14,Hombre,Nacional,MADRID,1
34,4,40 - 44,Mujer,Nacional,,1
16,4,65 - 69,Mujer,Extranjero,COLOMBIA,1
36,3,5 - 9,Hombre,Nacional,MADRID,2
6,4,15 - 19,Hombre,Extranjero,RUMANIA,2
6,4,15 - 19,Mujer,Extranjero,RUMANIA,1
6,1,60 - 64,Hombre,Nacional,TOLEDO,1
38,3,35 - 39,Mujer,Extranjero,BRASIL,1
40,3,35 - 39,Mujer,Extranjero,REPUBLICA DOMINICANA,1
12,4,75 - 79,Hombre,Nacional,BALEARES (ISLAS),1
16,2,60 - 64,Mujer,Nacional,TOLEDO,1
1,4,10 - 14,Mujer,Nacional,MADRID,1
10,3,50 - 54,Hombre,Extranjero,IRLANDA,1
36,4,40 - 44,Mujer,Extranjero,ECUADOR,1
15,3,30 - 34,Mujer,Extranjero,PERU,1
42,3,35 - 39,Mujer,Nacional,BADAJOZ,1
5,1,35 - 39,Hombre,Nacional,CORDOBA,1
18,1,55 - 59,Hombre,Nacional,CADIZ,1
39,4,30 - 34,Hombre,Nacional,TOLEDO,1
24,3,0 - 4,Hombre,Nacional,MADRID,1
39,3,35 - 39,Mujer,Nacional,ALICANTE/ALACANT,1
44,3,50 - 54,Hombre,Extranjero,ANTIGUOS TERRIT.DE S.ESP.,1
11,4,35 - 39,Mujer,Extranjero,PERU,1
21,2,5 - 9,Mujer,Nacional,MADRID,1
38,4,5 - 9,Mujer,Nacional,MADRID,1
5,2,35 - 39,Mujer,Nacional,CIUDAD REAL,1
2,4,55 - 59,Mujer,Extranjero,PERU,3
15,4,80 - 84,Hombre,Nacional,TOLEDO,1
14,2,50 - 54,Mujer,Extranjero,REPUBLICA DOMINICANA,1
14,2,5 - 9,Hombre,Nacional,MADRID,1
30,4,80 - 84,Mujer,Nacional,TOLEDO,1
37,4,60 - 64,Mujer,Nacional,SEVILLA,1
4,3,60 - 64,Hombre,Extranjero,PAKISTAN,1
14,3,45 - 49,Mujer,Extranjero,VENEZUELA,2
3,3,35 - 39,Mujer,Extranjero,COLOMBIA,3
6,2,30 - 34,Hombre,Nacional,ALAVA,1
44,3,75 - 79,Mujer,Extranjero,MARRUECOS,1
12,4,60 - 64,Mujer,Nacional,CACERES,1
46,3,40 - 44,Mujer,Nacional,CUENCA,1
34,4,35 - 39,Mujer,Extranjero,NICARAGUA,1
11,1,60 - 64,Mujer,Nacional,TOLEDO,1
18,3,10 - 14,Hombre,Nacional,MADRID,1
42,3,40 - 44,Hombre,Nacional,LEON,1
36,3,40 - 44,Hombre,Nacional,PONTEVEDRA,1
9,2,30 - 34,Hombre,Nacional,LEON,1
1,2,60 - 64,Hombre,Nacional,BADAJOZ,1
5,4,10 - 14,Hombre,Nacional,MADRID,1
27,4,20 - 24,Mujer,Extranjero,ECUADOR,1
42,3,45 - 49,Mujer,Nacional,CORDOBA,1
7,2,25 - 29,Hombre,Extranjero,HONDURAS,3
21,2,80 - 84,Mujer,Nacional,MADRID,1
2,2,75 - 79,Mujer,Nacional,CACERES,1
17,1,0 - 4,Mujer,Nacional,PALMAS DE GRAN CANARIA (LAS),2
15,4,10 - 14,Hombre,Nacional,MADRID,1
11,4,55 - 59,Mujer,Nacional,CORDOBA,1
10,1,10 - 14,Mujer,Nacional,MADRID,2
11,1,50 - 54,Hombre,Extranjero,ECUADOR,2
22,2,20 - 24,Mujer,Nacional,TOLEDO,1
34,4,30 - 34,Mujer,Extranjero,COLOMBIA,2
17,4,25 - 29,Hombre,Extranjero,CUBA,1
26,4,20 - 24,Hombre,Extranjero,VENEZUELA,2
18,3,45 - 49,Mujer,Extranjero,PORTUGAL,1
9,1,35 - 39,Mujer,Extranjero,COLOMBIA,3
11,1,15 - 19,Mujer,Nacional,CUENCA,1
30,4,20 - 24,Hombre,Nacional,MADRID,1
36,3,0 - 4,Hombre,Nacional,MADRID,1
14,2,25 - 29,Hombre,Extranjero,ECUADOR,2
34,4,35 - 39,Hombre,Nacional,CIUDAD REAL,1
16,1,55 - 59,Hombre,Nacional,GUADALAJARA,1
47,3,40 - 44,Mujer,Extranjero,VENEZUELA,2
5,1,75 - 79,Hombre,Nacional,CIUDAD REAL,1
29,4,30 - 34,Mujer,Nacional,GUADALAJARA,1
4,4,20 - 24,Hombre,Extranjero,COLOMBIA,3
7,3,60 - 64,Mujer,Extranjero,BULGARIA,1
9,4,55 - 59,Mujer,Nacional,BADAJOZ,1
11,3,35 - 39,Hombre,Extranjero,REPUBLICA MOLDOVA,1
28,3,40 - 44,Mujer,Extranjero,PERU,2
3,2,65 - 69,Mujer,Nacional,CACERES,1
14,3,30 - 34,Hombre,Extranjero,BANGLADESH,2
12,2,5 - 9,Hombre,Extranjero,CHIPRE,1
32,3,45 - 49,Mujer,Nacional,ALBACETE,1
3,4,60 - 64,Mujer,Nacional,CACERES,1
17,4,20 - 24,Hombre,Extranjero,PERU,2
6,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
15,1,40 - 44,Mujer,Nacional,VIZCAYA,1
6,1,60 - 64,Hombre,Extranjero,RUMANIA,2
7,2,25 - 29,Hombre,Nacional,MADRID,3
44,3,20 - 24,Hombre,Extranjero,COLOMBIA,1
23,4,70 - 74,Hombre,Extranjero,ECUADOR,1
36,4,40 - 44,Hombre,Nacional,PALENCIA,1
6,1,25 - 29,Mujer,Extranjero,BRASIL,1
17,4,60 - 64,Mujer,Extranjero,URUGUAY,1
8,1,70 - 74,Mujer,Nacional,AVILA,1
39,3,40 - 44,Hombre,Nacional,OURENSE,1
11,2,40 - 44,Mujer,Extranjero,POLONIA,1
5,4,10 - 14,Mujer,Nacional,MADRID,1
12,4,65 - 69,Hombre,Nacional,TOLEDO,1
38,3,30 - 34,Hombre,Extranjero,PERU,1
17,2,80 - 84,Hombre,Nacional,JAEN,1
15,3,65 - 69,Mujer,Nacional,ZAMORA,1
6,2,30 - 34,Hombre,Extranjero,PERU,2
15,3,45 - 49,Hombre,Extranjero,RUMANIA,1
28,4,60 - 64,Hombre,Nacional,SALAMANCA,1
17,1,15 - 19,Hombre,Extranjero,ECUADOR,1
39,3,30 - 34,Hombre,Nacional,SEVILLA,1
24,4,55 - 59,Hombre,Extranjero,ECUADOR,1
16,3,10 - 14,Hombre,Extranjero,REPUBLICA MOLDOVA,1
11,1,60 - 64,Mujer,Extranjero,BULGARIA,2
19,1,85 - 89,Mujer,Extranjero,MARRUECOS,1
7,4,45 - 49,Hombre,Extranjero,COLOMBIA,1
39,3,55 - 59,Hombre,Nacional,LUGO,1
19,2,40 - 44,Hombre,Nacional,BARCELONA,1
6,3,5 - 9,Mujer,Extranjero,UCRANIA,1
18,3,70 - 74,Mujer,Nacional,LEON,1
33,3,5 - 9,Mujer,Nacional,MADRID,1
34,4,35 - 39,Hombre,Extranjero,ARGENTINA,1
45,3,35 - 39,Hombre,Nacional,BURGOS,1
4,4,50 - 54,Hombre,Extranjero,BULGARIA,3
47,3,65 - 69,Hombre,Nacional,TOLEDO,1
13,2,35 - 39,Mujer,Nacional,TOLEDO,1
12,4,15 - 19,Hombre,Extranjero,REPUBLICA DOMINICANA,1
35,3,20 - 24,Mujer,Extranjero,RUMANIA,1
6,3,20 - 24,Hombre,Extranjero,RUMANIA,1
3,4,35 - 39,Mujer,Extranjero,VENEZUELA,1
3,4,45 - 49,Hombre,Extranjero,VENEZUELA,1
42,3,35 - 39,Hombre,Nacional,CIUDAD REAL,1
27,4,35 - 39,Hombre,Extranjero,CHINA,2
33,4,60 - 64,Hombre,Nacional,GUADALAJARA,1
30,4,30 - 34,Mujer,Extranjero,REPUBLICA MOLDOVA,2
35,4,70 - 74,Hombre,Nacional,TOLEDO,1
1,4,25 - 29,Mujer,Nacional,SALAMANCA,1
35,3,30 - 34,Hombre,Nacional,JAEN,1
35,3,30 - 34,Mujer,Nacional,JAEN,1
25,3,35 - 39,Mujer,Nacional,ASTURIAS,1
37,4,35 - 39,Hombre,Nacional,AVILA,1
13,2,30 - 34,Mujer,Nacional,VIZCAYA,1
2,1,35 - 39,Hombre,Nacional,CIUDAD REAL,1
1,4,70 - 74,Mujer,Extranjero,AZERBAIYAN,1
37,4,15 - 19,Mujer,Nacional,MADRID,1
3,1,40 - 44,Hombre,Nacional,HUELVA,1
2,1,50 - 54,Hombre,Extranjero,FRANCIA,1
35,3,75 - 79,Hombre,Nacional,LUGO,1
14,3,75 - 79,Mujer,Extranjero,CUBA,1
11,1,40 - 44,Hombre,Extranjero,UCRANIA,1
46,3,30 - 34,Mujer,Nacional,BARCELONA,2
37,3,40 - 44,Mujer,Nacional,BALEARES (ISLAS),1
2,4,40 - 44,Mujer,Extranjero,VENEZUELA,3
4,4,5 - 9,Mujer,Nacional,MADRID,1
47,3,60 - 64,Hombre,Nacional,GRANADA,1
8,1,65 - 69,Hombre,Extranjero,UCRANIA,1
2,1,70 - 74,Mujer,Nacional,CACERES,1
37,4,45 - 49,Mujer,Extranjero,RUMANIA,2
10,4,40 - 44,Hombre,Extranjero,CHINA,2
38,3,65 - 69,Mujer,Nacional,SEGOVIA,1
34,3,0 - 4,Hombre,Nacional,MADRID,2
25,4,85 - 89,Mujer,Nacional,JAEN,1
31,3,50 - 54,Hombre,Extranjero,CHINA,1
14,4,65 - 69,Hombre,Nacional,CORDOBA,1
40,3,15 - 19,Mujer,Extranjero,PERU,1
3,1,0 - 4,Hombre,Nacional,,8
17,4,40 - 44,Mujer,Extranjero,BOLIVIA,1
13,1,15 - 19,Mujer,Extranjero,REPUBLICA DOMINICANA,1
14,2,45 - 49,Mujer,Extranjero,ARGENTINA,1
39,3,40 - 44,Mujer,Extranjero,BOLIVIA,1
4,2,10 - 14,Mujer,Nacional,MADRID,2
14,2,20 - 24,Hombre,Extranjero,ECUADOR,2
35,4,0 - 4,Hombre,Nacional,SALAMANCA,1
39,3,40 - 44,Hombre,Extranjero,BOLIVIA,1
23,3,35 - 39,Hombre,Nacional,ALBACETE,1
23,3,0 - 4,Mujer,Nacional,TOLEDO,1
4,2,50 - 54,Hombre,Extranjero,POLONIA,1
12,3,45 - 49,Mujer,Nacional,SEVILLA,1
39,3,5 - 9,Hombre,Nacional,MADRID,3
13,1,25 - 29,Hombre,Nacional,CIUDAD REAL,1
34,4,60 - 64,Mujer,Extranjero,FRANCIA,1
14,3,15 - 19,Hombre,Nacional,CACERES,1
4,3,85 - 89,Mujer,Nacional,PALENCIA,1
1,3,65 - 69,Hombre,Nacional,BURGOS,1
5,1,40 - 44,Mujer,Nacional,CEUTA,1
15,1,35 - 39,Mujer,Extranjero,ECUADOR,2
18,4,20 - 24,Hombre,Extranjero,MARRUECOS,1
21,2,50 - 54,Hombre,Extranjero,VENEZUELA,1
3,2,30 - 34,Mujer,Extranjero,ECUADOR,3
10,4,45 - 49,Mujer,Extranjero,ECUADOR,3
11,1,80 - 84,Mujer,Nacional,SEVILLA,1
14,4,60 - 64,Mujer,Extranjero,PERU,1
13,2,45 - 49,Mujer,Extranjero,SUIZA,1
27,3,70 - 74,Mujer,Nacional,TOLEDO,1
3,1,35 - 39,Hombre,Extranjero,NIGERIA,2
9,4,65 - 69,Mujer,Nacional,PONTEVEDRA,1
2,4,75 - 79,Mujer,Nacional,TOLEDO,1
39,4,60 - 64,Hombre,Nacional,OURENSE,1
19,3,45 - 49,Mujer,Nacional,TOLEDO,1
13,4,15 - 19,Mujer,Extranjero,RUMANIA,2
38,4,40 - 44,Hombre,Extranjero,PORTUGAL,1
4,1,30 - 34,Mujer,Nacional,MADRID,1
34,4,45 - 49,Mujer,Nacional,BADAJOZ,1
38,3,45 - 49,Mujer,Nacional,MELILLA,1
27,4,40 - 44,Hombre,Extranjero,PERU,2
13,2,70 - 74,Hombre,Nacional,SEVILLA,1
33,4,25 - 29,Mujer,Extranjero,CUBA,1
35,4,30 - 34,Hombre,Extranjero,PORTUGAL,1
3,2,70 - 74,Mujer,Extranjero,COLOMBIA,1
30,3,60 - 64,Mujer,Extranjero,ITALIA,1
24,3,80 - 84,Mujer,Nacional,CACERES,1
18,2,35 - 39,Mujer,Extranjero,REPUBLICA DOMINICANA,1
6,1,10 - 14,Mujer,Nacional,MADRID,1
23,4,20 - 24,Mujer,Extranjero,RUMANIA,1
34,4,40 - 44,Hombre,Nacional,VIZCAYA,1
39,3,50 - 54,Hombre,Nacional,BARCELONA,2
32,3,25 - 29,Mujer,Nacional,CACERES,1
37,3,50 - 54,Mujer,Extranjero,ECUADOR,1
2,1,35 - 39,Mujer,Extranjero,RUMANIA,1
2,1,5 - 9,Mujer,Extranjero,RUMANIA,1
13,2,20 - 24,Mujer,Extranjero,CHINA,2
12,3,15 - 19,Hombre,Nacional,MADRID,2
13,2,40 - 44,Mujer,Nacional,GUIPUZCOA,1
21,4,55 - 59,Hombre,Extranjero,UCRANIA,2
39,4,45 - 49,Hombre,Extranjero,BULGARIA,1
16,1,10 - 14,Mujer,Nacional,BARCELONA,1
4,2,25 - 29,Hombre,Extranjero,CHINA,11
25,3,85 - 89,Mujer,Nacional,CIUDAD REAL,1
45,3,50 - 54,Hombre,Extranjero,ALEMANIA,4
10,2,55 - 59,Mujer,Extranjero,VENEZUELA,1
10,4,55 - 59,Mujer,Extranjero,CUBA,1
3,2,25 - 29,Mujer,Extranjero,CHINA,3
28,4,30 - 34,Mujer,Nacional,BADAJOZ,1
5,1,20 - 24,Mujer,Extranjero,CUBA,2
17,3,95 - 99,Mujer,Nacional,ASTURIAS,1
40,3,35 - 39,Hombre,Extranjero,ITALIA,1
33,3,65 - 69,Mujer,Nacional,ALMERIA,1
10,3,20 - 24,Hombre,Extranjero,CUBA,1
23,4,25 - 29,Hombre,Extranjero,REPUBLICA DOMINICANA,1
24,4,65 - 69,Mujer,Extranjero,MARRUECOS,1
16,2,45 - 49,Hombre,Nacional,CORDOBA,1
18,4,55 - 59,Mujer,Extranjero,RUMANIA,2
10,4,80 - 84,Mujer,Nacional,CORU?A (LA),1
12,2,70 - 74,Mujer,Nacional,TOLEDO,1
16,1,30 - 34,Mujer,Nacional,MELILLA,1
17,4,60 - 64,Mujer,Extranjero,MARRUECOS,1
8,1,45 - 49,Hombre,Extranjero,MARRUECOS,1
36,3,70 - 74,Hombre,Extranjero,CHINA,1
10,2,45 - 49,Mujer,Extranjero,BULGARIA,1
40,3,0 - 4,Hombre,Nacional,MADRID,1
28,4,55 - 59,Hombre,Extranjero,BULGARIA,1
38,3,30 - 34,Mujer,Nacional,MADRID,1
45,3,40 - 44,Hombre,Nacional,ASTURIAS,1
5,1,35 - 39,Mujer,Nacional,SEVILLA,1
38,4,50 - 54,Hombre,Extranjero,RUMANIA,2
10,1,35 - 39,Mujer,Extranjero,REPUBLICA CENTROAFRICANA,1
15,3,60 - 64,Hombre,Extranjero,POLONIA,1
34,4,40 - 44,Mujer,Extranjero,ECUADOR,1
37,4,5 - 9,Hombre,Nacional,MADRID,1
3,1,55 - 59,Hombre,Nacional,JAEN,1
38,3,60 - 64,Mujer,Extranjero,ALBANIA,1
43,3,60 - 64,Mujer,Nacional,CACERES,2
10,1,10 - 14,Mujer,Extranjero,REPUBLICA CENTROAFRICANA,1
25,3,75 - 79,Mujer,Nacional,CIUDAD REAL,1
25,3,65 - 69,Mujer,Nacional,CACERES,1
11,2,45 - 49,Mujer,Nacional,CORDOBA,1
12,1,50 - 54,Mujer,Extranjero,BRASIL,1
7,4,20 - 24,Mujer,Nacional,CIUDAD REAL,1
39,3,50 - 54,Hombre,Extranjero,URUGUAY,1
19,2,35 - 39,Hombre,Nacional,SORIA,1
13,2,65 - 69,Mujer,Extranjero,BULGARIA,1
14,3,30 - 34,Mujer,Extranjero,REPUBLICA DOMINICANA,1
24,4,45 - 49,Hombre,Extranjero,GUINEA ECUATORIAL,1
21,2,40 - 44,Hombre,Extranjero,PARAGUAY,1
28,4,50 - 54,Mujer,Nacional,ALMERIA,1
39,3,45 - 49,Mujer,Nacional,LEON,1
2,1,65 - 69,Mujer,Nacional,TOLEDO,1
4,2,25 - 29,Hombre,Nacional,TOLEDO,1
14,1,75 - 79,Mujer,Extranjero,BRASIL,1
9,2,10 - 14,Mujer,Nacional,TARRAGONA,1
23,3,35 - 39,Mujer,Nacional,CORU?A (LA),1
4,2,45 - 49,Hombre,Extranjero,VENEZUELA,2
5,4,30 - 34,Mujer,Extranjero,INDIA,1
6,3,60 - 64,Hombre,Nacional,BADAJOZ,1
9,3,15 - 19,Hombre,Nacional,MADRID,1
3,1,20 - 24,Hombre,Extranjero,COLOMBIA,1
39,4,40 - 44,Hombre,Nacional,SALAMANCA,1
10,2,35 - 39,Hombre,Extranjero,CHINA,1
35,3,0 - 4,Mujer,Nacional,MADRID,1
19,3,35 - 39,Mujer,Nacional,BURGOS,1
7,3,35 - 39,Hombre,Extranjero,ECUADOR,1
4,2,25 - 29,Hombre,Extranjero,SENEGAL,1
25,3,65 - 69,Hombre,Nacional,LEON,1
33,3,30 - 34,Hombre,Extranjero,COLOMBIA,2
25,3,35 - 39,Hombre,Extranjero,PERU,1
1,3,10 - 14,Hombre,Nacional,MADRID,2
9,3,10 - 14,Hombre,Extranjero,PERU,2
6,1,35 - 39,Hombre,Nacional,CACERES,1
11,3,65 - 69,Hombre,Extranjero,BULGARIA,1
42,3,65 - 69,Mujer,Nacional,PONTEVEDRA,1
20,2,35 - 39,Hombre,Extranjero,MEXICO,2
47,3,0 - 4,Mujer,Extranjero,REPUBLICA DOMINICANA,1
13,1,65 - 69,Mujer,Extranjero,HONDURAS,1
29,4,40 - 44,Hombre,Extranjero,ALEMANIA,1
9,3,25 - 29,Mujer,Nacional,TOLEDO,1
2,2,70 - 74,Hombre,Nacional,TOLEDO,1
16,3,50 - 54,Hombre,Extranjero,COLOMBIA,1
16,3,80 - 84,Hombre,Nacional,PALENCIA,1
10,3,5 - 9,Hombre,Extranjero,CHINA,1
16,2,35 - 39,Mujer,Nacional,CACERES,1
8,4,60 - 64,Mujer,Extranjero,BULGARIA,1
31,4,25 - 29,Mujer,Extranjero,MARRUECOS,1
18,2,45 - 49,Hombre,Nacional,BARCELONA,1
10,1,35 - 39,Mujer,Nacional,VALLADOLID,1
4,1,15 - 19,Mujer,Extranjero,UCRANIA,1
5,3,55 - 59,Mujer,Nacional,LUGO,1
11,4,10 - 14,Hombre,Nacional,BARCELONA,1
44,3,60 - 64,Mujer,Extranjero,VENEZUELA,1
29,4,65 - 69,Mujer,Nacional,BADAJOZ,1
13,2,30 - 34,Mujer,Nacional,BADAJOZ,1
13,2,35 - 39,Hombre,Extranjero,BRASIL,1
6,1,30 - 34,Hombre,Nacional,CADIZ,1
37,3,30 - 34,Mujer,Extranjero,IRAK,1
14,4,10 - 14,Mujer,Extranjero,EGIPTO,1
25,3,50 - 54,Hombre,Nacional,VALLADOLID,1
2,4,45 - 49,Hombre,Nacional,BADAJOZ,1
10,3,35 - 39,Hombre,Nacional,MURCIA,1
1,2,50 - 54,Hombre,Extranjero,REPUBLICA DOMINICANA,1
19,1,35 - 39,Hombre,Nacional,BADAJOZ,1
6,2,5 - 9,Hombre,Extranjero,RUMANIA,1
35,3,45 - 49,Mujer,Nacional,SALAMANCA,1
26,3,50 - 54,Hombre,Nacional,JAEN,1
37,3,35 - 39,Mujer,Extranjero,RUMANIA,1
29,4,35 - 39,Hombre,Nacional,PONTEVEDRA,2
2,3,75 - 79,Mujer,Nacional,ZAMORA,1
11,1,5 - 9,Hombre,Nacional,MADRID,1
39,4,20 - 24,Mujer,Extranjero,PERU,2
2,2,60 - 64,Hombre,Extranjero,MARRUECOS,1
15,3,55 - 59,Mujer,Extranjero,VENEZUELA,1
3,4,20 - 24,Hombre,Extranjero,BOLIVIA,1
29,4,85 - 89,Mujer,Nacional,AVILA,1
10,3,20 - 24,Hombre,Extranjero,ECUADOR,2
19,3,15 - 19,Hombre,Nacional,MADRID,1
36,4,15 - 19,Mujer,Nacional,MADRID,5
4,1,35 - 39,Hombre,Nacional,ASTURIAS,1
9,2,45 - 49,Mujer,Extranjero,UCRANIA,2
22,2,60 - 64,Mujer,Nacional,RIOJA (LA),1
27,3,45 - 49,Hombre,Extranjero,BULGARIA,1
24,4,30 - 34,Mujer,Extranjero,COLOMBIA,1
34,4,45 - 49,Hombre,Nacional,SEVILLA,1
8,3,50 - 54,Hombre,Extranjero,MARRUECOS,1
13,1,35 - 39,Hombre,Extranjero,VENEZUELA,1
23,4,30 - 34,Mujer,Nacional,ASTURIAS,1
10,4,55 - 59,Mujer,Extranjero,BULGARIA,2
2,1,25 - 29,Hombre,Nacional,SEVILLA,1
12,2,75 - 79,Mujer,Nacional,HUELVA,1
10,3,70 - 74,Mujer,Extranjero,REPUBLICA DOMINICANA,1
4,1,30 - 34,Hombre,Extranjero,CUBA,1
15,1,35 - 39,Mujer,Extranjero,RUMANIA,1
45,3,20 - 24,Mujer,Nacional,SEGOVIA,1
11,1,55 - 59,Mujer,Extranjero,PERU,1
42,3,0 - 4,Mujer,Nacional,MADRID,3
35,3,35 - 39,Mujer,Extranjero,RUMANIA,4
24,4,25 - 29,Mujer,Extranjero,REPUBLICA MOLDOVA,2
2,1,35 - 39,Mujer,Extranjero,UCRANIA,2
14,1,50 - 54,Hombre,Nacional,SALAMANCA,1
30,3,35 - 39,Hombre,Nacional,SALAMANCA,1
17,4,75 - 79,Mujer,Nacional,TOLEDO,1
12,2,60 - 64,Mujer,Nacional,TOLEDO,1
28,3,35 - 39,Hombre,Nacional,SANTA CRUZ DE TENERIFE,1
15,3,60 - 64,Hombre,Extranjero,MARRUECOS,1
29,4,40 - 44,Hombre,Extranjero,PERU,1
12,3,55 - 59,Mujer,Nacional,OURENSE,1
21,4,30 - 34,Mujer,Nacional,TOLEDO,1
11,4,45 - 49,Mujer,Extranjero,BULGARIA,1
10,4,45 - 49,Hombre,Nacional,CACERES,1
18,4,60 - 64,Mujer,Extranjero,MARRUECOS,1
4,1,50 - 54,Hombre,Extranjero,LITUANIA,1
12,2,50 - 54,Hombre,Extranjero,COSTA DE MARFIL,1
10,3,65 - 69,Hombre,Nacional,TOLEDO,1
3,3,35 - 39,Hombre,Extranjero,COLOMBIA,1
10,2,35 - 39,Mujer,Extranjero,MARRUECOS,2
16,4,5 - 9,Mujer,Nacional,MADRID,5
10,3,30 - 34,Mujer,Extranjero,CHINA,1
5,4,35 - 39,Mujer,Extranjero,COLOMBIA,3
21,2,30 - 34,Mujer,Extranjero,PERU,1
4,1,25 - 29,Mujer,Extranjero,MALI,1
10,4,40 - 44,Mujer,Nacional,CIUDAD REAL,1
29,4,30 - 34,Mujer,Nacional,CORU?A (LA),2
29,4,55 - 59,Hombre,Extranjero,RUMANIA,1
23,4,20 - 24,Mujer,Nacional,BADAJOZ,1
18,4,70 - 74,Mujer,Nacional,CUENCA,1
21,4,60 - 64,Mujer,Nacional,TOLEDO,1
1,3,30 - 34,Mujer,Extranjero,COLOMBIA,3
15,3,50 - 54,Hombre,Extranjero,CHINA,1
43,3,30 - 34,Hombre,Nacional,ALICANTE/ALACANT,1
37,3,30 - 34,Mujer,Nacional,ALICANTE/ALACANT,1
47,3,10 - 14,Mujer,Nacional,MADRID,2
13,4,5 - 9,Hombre,Extranjero,PARAGUAY,1
2,2,20 - 24,Hombre,Extranjero,COLOMBIA,2
17,2,50 - 54,Mujer,Extranjero,CHINA,1
10,1,20 - 24,Mujer,Extranjero,MARRUECOS,1
7,4,70 - 74,Mujer,Nacional,LUGO,1
18,4,70 - 74,Mujer,Extranjero,CUBA,1
9,1,35 - 39,Hombre,Extranjero,ARMENIA,1
14,1,35 - 39,Hombre,Nacional,ALBACETE,2
16,2,40 - 44,Hombre,Nacional,ALICANTE/ALACANT,1
33,4,30 - 34,Hombre,Nacional,CADIZ,1
10,3,25 - 29,Hombre,Nacional,CIUDAD REAL,1
13,4,30 - 34,Mujer,Nacional,BADAJOZ,1
12,1,0 - 4,Mujer,Nacional,MADRID,2
9,2,55 - 59,Hombre,Extranjero,CHILE,1
9,2,55 - 59,Hombre,Extranjero,ECUADOR,1
6,2,85 - 89,Mujer,Nacional,SEGOVIA,1
4,1,65 - 69,Mujer,Extranjero,PERU,2
8,1,85 - 89,Hombre,Nacional,PONTEVEDRA,1
16,4,20 - 24,Mujer,Nacional,CORU?A (LA),1
3,4,20 - 24,Hombre,Extranjero,COLOMBIA,1
2,1,0 - 4,Mujer,Nacional,MADRID,1
32,3,30 - 34,Hombre,Extranjero,ITALIA,1
10,2,25 - 29,Hombre,Extranjero,VENEZUELA,6
10,2,20 - 24,Hombre,Extranjero,VENEZUELA,2
23,3,0 - 4,Mujer,Nacional,,6
1,4,25 - 29,Hombre,Nacional,MALAGA,1
24,4,25 - 29,Hombre,Extranjero,PORTUGAL,1
35,4,5 - 9,Mujer,Nacional,MADRID,1
21,3,15 - 19,Hombre,Nacional,CANTABRIA,1
19,2,45 - 49,Hombre,Nacional,GUIPUZCOA,1
6,1,35 - 39,Mujer,Extranjero,RUMANIA,2
14,4,25 - 29,Hombre,Extranjero,CHINA,3
11,1,40 - 44,Hombre,Extranjero,HONDURAS,1
14,2,35 - 39,Hombre,Extranjero,NIGERIA,2
36,3,0 - 4,Hombre,Nacional,MADRID,2
23,4,35 - 39,Mujer,Nacional,HUELVA,1
19,2,65 - 69,Mujer,Extranjero,ECUADOR,1
16,1,35 - 39,Mujer,Extranjero,BRASIL,1
1,3,20 - 24,Mujer,Extranjero,COLOMBIA,1
3,2,55 - 59,Hombre,Extranjero,EL SALVADOR,1
30,3,35 - 39,Mujer,Nacional,ALAVA,1
21,2,45 - 49,Mujer,Extranjero,COLOMBIA,1
3,4,30 - 34,Mujer,Extranjero,SIRIA,1
