seccion,distrito,rango_edad,sexo,nacionalidad,procedencia,total
4,4,30 - 34,Hombre,Nacional,AVILA,1
36,4,35 - 39,Hombre,Nacional,LEON,1
14,2,60 - 64,Mujer,Extranjero,RUSIA,1
6,2,60 - 64,Hombre,Extranjero,ECUADOR,1
4,4,60 - 64,Mujer,Extranjero,BRASIL,1
32,3,45 - 49,Hombre,Extranjero,CHINA,2
2,1,60 - 64,Hombre,Extranjero,CHINA,3
14,2,55 - 59,Hombre,Extranjero,PERU,2
36,3,45 - 49,Hombre,Nacional,ASTURIAS,1
16,4,45 - 49,Hombre,Extranjero,ECUADOR,3
12,1,40 - 44,Hombre,Extranjero,ARGELIA,1
13,2,55 - 59,Mujer,Extranjero,COLOMBIA,1
2,3,40 - 44,Mujer,Extranjero,ECUADOR,2
13,2,65 - 69,Hombre,Extranjero,ARMENIA,1
47,3,35 - 39,Mujer,Nacional,SEVILLA,2
34,4,30 - 34,Hombre,Nacional,CUENCA,2
24,3,55 - 59,Hombre,Extranjero,ECUADOR,1
8,3,65 - 69,Mujer,Extranjero,UCRANIA,1
3,4,40 - 44,Mujer,Extranjero,ECUADOR,5
7,2,25 - 29,Hombre,Extranjero,BANGLADESH,3
15,1,55 - 59,Hombre,Extranjero,CHINA,1
3,4,55 - 59,Mujer,Extranjero,ECUADOR,2
9,4,40 - 44,Mujer,Extranjero,COLOMBIA,5
21,2,40 - 44,Mujer,Extranjero,BULGARIA,2
43,3,75 - 79,Mujer,Nacional,GRANADA,1
39,4,45 - 49,Hombre,Extranjero,CHINA,4
36,3,60 - 64,Hombre,Extranjero,CHINA,1
32,4,80 - 84,Mujer,Extranjero,ARGENTINA,1
4,3,50 - 54,Hombre,Extranjero,ECUADOR,5
47,3,40 - 44,Mujer,Nacional,VIZCAYA,1
42,3,60 - 64,Hombre,Nacional,ZARAGOZA,1
13,1,55 - 59,Mujer,Extranjero,UCRANIA,2
31,4,40 - 44,Mujer,Extranjero,ARGENTINA,1
44,3,40 - 44,Hombre,Extranjero,PORTUGAL,1
24,4,60 - 64,Mujer,Extranjero,BRASIL,1
32,3,55 - 59,Mujer,Extranjero,ARGENTINA,1
10,2,60 - 64,Hombre,Extranjero,BRASIL,1
47,3,75 - 79,Mujer,Nacional,CANTABRIA,1
30,4,45 - 49,Mujer,Nacional,MURCIA,1
12,2,35 - 39,Hombre,Extranjero,ITALIA,1
7,2,65 - 69,Mujer,Extranjero,ECUADOR,2
26,4,55 - 59,Hombre,Nacional,CORDOBA,1
37,4,55 - 59,Hombre,Nacional,,1
44,3,30 - 34,Mujer,Extranjero,CHINA,7
16,3,60 - 64,Mujer,Extranjero,MARRUECOS,1
19,2,65 - 69,Hombre,Extranjero,UCRANIA,2
5,3,40 - 44,Hombre,Extranjero,BRASIL,1
26,3,90 - 94,Mujer,Extranjero,PERU,1
4,2,60 - 64,Mujer,Extranjero,ARMENIA,1
10,2,40 - 44,Hombre,Extranjero,COLOMBIA,5
11,4,55 - 59,Mujer,Extranjero,COLOMBIA,3
24,3,25 - 29,Mujer,Nacional,MADRID,2
5,1,40 - 44,Hombre,Nacional,ALBACETE,2
13,2,35 - 39,Mujer,Nacional,CADIZ,1
11,2,65 - 69,Mujer,Extranjero,COLOMBIA,2
2,3,50 - 54,Hombre,Extranjero,UCRANIA,1
12,2,50 - 54,Hombre,Extranjero,BOLIVIA,1
7,2,45 - 49,Hombre,Extranjero,UCRANIA,1
5,2,40 - 44,Hombre,Extranjero,MARRUECOS,5
2,2,55 - 59,Mujer,Extranjero,UCRANIA,3
11,3,60 - 64,Hombre,Extranjero,PERU,1
46,3,35 - 39,Mujer,Extranjero,BIELORRUSIA,1
13,3,50 - 54,Mujer,Extranjero,COLOMBIA,1
3,3,65 - 69,Hombre,Extranjero,CHILE,2
12,2,55 - 59,Mujer,Nacional,CIUDAD REAL,1
6,3,60 - 64,Mujer,Nacional,TOLEDO,1
10,2,60 - 64,Hombre,Extranjero,ECUADOR,1
39,3,35 - 39,Mujer,Nacional,ALBACETE,1
9,1,40 - 44,Hombre,Extranjero,COLOMBIA,2
6,3,50 - 54,Hombre,Extranjero,NIGERIA,1
23,4,35 - 39,Hombre,Extranjero,ECUADOR,2
7,3,55 - 59,Mujer,Extranjero,MARRUECOS,1
15,1,55 - 59,Hombre,Extranjero,UCRANIA,2
1,4,35 - 39,Mujer,Extranjero,MARRUECOS,4
13,4,55 - 59,Hombre,Extranjero,COLOMBIA,2
15,1,50 - 54,Mujer,Extranjero,PERU,1
7,2,60 - 64,Mujer,Extranjero,GUINEA ECUATORIAL,1
26,3,60 - 64,Mujer,Extranjero,CHINA,1
7,3,30 - 34,Mujer,Extranjero,UCRANIA,2
1,3,40 - 44,Mujer,Extranjero,UCRANIA,1
13,2,40 - 44,Mujer,Extranjero,MARRUECOS,1
18,1,55 - 59,Hombre,Extranjero,IRAN,1
4,2,60 - 64,Mujer,Extranjero,CHINA,1
4,3,45 - 49,Hombre,Extranjero,BRASIL,2
18,2,45 - 49,Hombre,Extranjero,PERU,1
28,3,35 - 39,Hombre,Extranjero,ERITREA,1
5,4,40 - 44,Mujer,Extranjero,ECUADOR,2
3,3,35 - 39,Hombre,Extranjero,MARRUECOS,13
1,3,55 - 59,Hombre,Extranjero,CHINA,1
26,4,50 - 54,Hombre,Extranjero,MARRUECOS,3
14,1,55 - 59,Mujer,Extranjero,MARRUECOS,1
13,4,45 - 49,Mujer,Extranjero,CHINA,1
30,4,30 - 34,Hombre,Extranjero,REPUBLICA MOLDOVA,1
19,1,35 - 39,Hombre,Extranjero,ECUADOR,1
8,3,50 - 54,Mujer,Extranjero,CHINA,1
26,4,55 - 59,Mujer,Extranjero,CHILE,1
10,2,60 - 64,Hombre,Extranjero,CHILE,1
4,3,55 - 59,Mujer,Extranjero,PERU,1
47,3,40 - 44,Hombre,Extranjero,TURQUIA,1
5,4,45 - 49,Mujer,Extranjero,NIGERIA,1
33,3,30 - 34,Mujer,Extranjero,COLOMBIA,1
26,3,55 - 59,Hombre,Extranjero,BOLIVIA,1
10,3,50 - 54,Mujer,Extranjero,ECUADOR,1
11,1,65 - 69,Mujer,Extranjero,MARRUECOS,1
26,4,50 - 54,Mujer,Extranjero,CHINA,1
7,2,30 - 34,Hombre,Extranjero,CHINA,1
10,3,50 - 54,Mujer,Extranjero,MEXICO,1
7,4,45 - 49,Hombre,Extranjero,MARRUECOS,6
8,4,50 - 54,Hombre,Extranjero,CHINA,1
10,3,50 - 54,Hombre,Extranjero,UCRANIA,1
20,2,55 - 59,Hombre,Extranjero,RUMANIA,2
13,1,60 - 64,Hombre,Nacional,SORIA,1
8,4,25 - 29,Mujer,Extranjero,ANGOLA,1
23,4,75 - 79,Hombre,Nacional,TOLEDO,1
23,4,70 - 74,Mujer,Nacional,BADAJOZ,1
12,1,35 - 39,Hombre,Nacional,CACERES,1
2,2,35 - 39,Hombre,Extranjero,ECUADOR,2
8,4,40 - 44,Hombre,Extranjero,CHILE,1
30,4,45 - 49,Mujer,Extranjero,PERU,2
14,4,40 - 44,Mujer,Extranjero,EL SALVADOR,1
15,3,20 - 24,Hombre,Nacional,MADRID,1
39,4,25 - 29,Mujer,Nacional,MADRID,17
18,2,30 - 34,Hombre,Extranjero,GUINEA ECUATORIAL,2
32,3,25 - 29,Mujer,Nacional,GUADALAJARA,2
8,3,25 - 29,Mujer,Nacional,,17
6,1,40 - 44,Hombre,Nacional,BARCELONA,1
10,3,25 - 29,Hombre,Nacional,,7
23,3,25 - 29,Hombre,Nacional,,7
32,4,75 - 79,Mujer,Nacional,SEVILLA,1
44,3,25 - 29,Mujer,Nacional,CIUDAD REAL,1
11,2,25 - 29,Hombre,Nacional,MADRID,3
16,2,20 - 24,Hombre,Nacional,,43
13,3,35 - 39,Mujer,Extranjero,COLOMBIA,1
43,3,45 - 49,Hombre,Nacional,,2
5,2,75 - 79,Mujer,Extranjero,CUBA,1
17,3,70 - 74,Mujer,Extranjero,UCRANIA,1
27,4,80 - 84,Mujer,Nacional,GUADALAJARA,1
10,3,30 - 34,Mujer,Extranjero,TUNEZ,1
29,4,40 - 44,Hombre,Nacional,MADRID,1
3,3,70 - 74,Hombre,Nacional,MADRID,2
17,4,65 - 69,Hombre,Nacional,TOLEDO,1
10,1,15 - 19,Mujer,Extranjero,RUMANIA,3
11,3,75 - 79,Mujer,Nacional,CUENCA,1
38,3,45 - 49,Mujer,Nacional,CADIZ,1
12,2,70 - 74,Mujer,Extranjero,PERU,1
6,4,50 - 54,Mujer,Extranjero,MARRUECOS,2
7,3,20 - 24,Mujer,Extranjero,RUMANIA,4
11,3,30 - 34,Hombre,Extranjero,MARRUECOS,6
1,3,45 - 49,Mujer,Extranjero,CHINA,2
8,4,35 - 39,Hombre,Extranjero,CHINA,1
19,2,65 - 69,Mujer,Extranjero,UCRANIA,3
37,4,45 - 49,Hombre,Nacional,BADAJOZ,1
14,2,35 - 39,Mujer,Nacional,CACERES,1
42,3,45 - 49,Hombre,Nacional,GUIPUZCOA,1
42,3,45 - 49,Mujer,Extranjero,ALEMANIA,1
10,3,35 - 39,Mujer,Extranjero,PERU,2
13,4,75 - 79,Mujer,Nacional,TOLEDO,1
34,4,50 - 54,Hombre,Nacional,CUENCA,1
34,4,50 - 54,Mujer,Nacional,SALAMANCA,1
16,3,65 - 69,Hombre,Nacional,CEUTA,1
3,2,35 - 39,Mujer,Extranjero,BRASIL,3
17,4,25 - 29,Hombre,Nacional,MADRID,2
11,2,35 - 39,Hombre,Extranjero,FRANCIA,1
21,3,25 - 29,Mujer,Extranjero,COSTA RICA,1
11,1,55 - 59,Mujer,Nacional,BADAJOZ,1
15,4,15 - 19,Mujer,Nacional,,27
6,3,15 - 19,Mujer,Nacional,,26
7,3,85 - 89,Mujer,Nacional,LEON,1
7,2,35 - 39,Mujer,Extranjero,ECUADOR,3
1,3,25 - 29,Mujer,Extranjero,ECUADOR,2
13,2,35 - 39,Mujer,Nacional,,1
14,3,40 - 44,Mujer,Extranjero,MARRUECOS,2
11,3,75 - 79,Mujer,Nacional,TOLEDO,1
26,3,50 - 54,Mujer,Nacional,ASTURIAS,1
25,4,30 - 34,Hombre,Extranjero,COLOMBIA,2
42,3,50 - 54,Hombre,Nacional,CIUDAD REAL,1
47,3,35 - 39,Hombre,Nacional,VALLADOLID,1
36,4,65 - 69,Hombre,Nacional,TOLEDO,1
13,4,15 - 19,Hombre,Nacional,MADRID,1
6,2,35 - 39,Mujer,Nacional,VALENCIA,1
18,2,45 - 49,Mujer,Extranjero,FRANCIA,1
1,4,15 - 19,Hombre,Nacional,,18
18,4,50 - 54,Hombre,Extranjero,REPUBLICA DOMINICANA,2
39,3,20 - 24,Hombre,Extranjero,RUMANIA,1
42,3,50 - 54,Mujer,Extranjero,FRANCIA,1
13,2,70 - 74,Mujer,Nacional,BADAJOZ,1
15,2,70 - 74,Hombre,Nacional,TOLEDO,1
17,3,50 - 54,Hombre,Nacional,HUELVA,1
8,3,30 - 34,Mujer,Nacional,VALENCIA,1
28,4,35 - 39,Hombre,Extranjero,COLOMBIA,1
4,4,20 - 24,Mujer,Extranjero,BULGARIA,3
23,4,75 - 79,Hombre,Nacional,SORIA,1
14,1,55 - 59,Mujer,Nacional,TOLEDO,1
7,3,80 - 84,Hombre,Nacional,AVILA,1
36,3,40 - 44,Mujer,Extranjero,COLOMBIA,4
11,2,75 - 79,Mujer,Nacional,CIUDAD REAL,1
7,1,25 - 29,Hombre,Nacional,BADAJOZ,1
12,2,60 - 64,Mujer,Nacional,JAEN,1
29,3,35 - 39,Mujer,Extranjero,RUMANIA,4
7,2,30 - 34,Mujer,Extranjero,PERU,3
38,4,40 - 44,Mujer,Nacional,VIZCAYA,1
11,2,45 - 49,Mujer,Nacional,TOLEDO,1
7,4,70 - 74,Hombre,Nacional,CACERES,1
2,4,55 - 59,Mujer,Extranjero,REPUBLICA MOLDOVA,2
13,3,80 - 84,Hombre,Nacional,BADAJOZ,1
23,4,70 - 74,Mujer,Nacional,BADAJOZ,1
43,3,50 - 54,Hombre,Nacional,SEVILLA,1
34,4,40 - 44,Hombre,Nacional,GUIPUZCOA,1
26,4,25 - 29,Hombre,Extranjero,CHILE,1
1,2,15 - 19,Hombre,Nacional,,24
13,4,40 - 44,Mujer,Extranjero,BULGARIA,4
14,2,80 - 84,Hombre,Nacional,TOLEDO,1
35,3,20 - 24,Hombre,Nacional,MADRID,15
1,3,15 - 19,Mujer,Nacional,,19
23,4,70 - 74,Mujer,Nacional,CIUDAD REAL,1
3,2,30 - 34,Hombre,Extranjero,BOLIVIA,2
6,1,60 - 64,Mujer,Nacional,JAEN,1
18,1,35 - 39,Mujer,Extranjero,KENIA,1
10,3,30 - 34,Hombre,Nacional,GRANADA,1
12,2,55 - 59,Mujer,Extranjero,BRASIL,1
6,1,55 - 59,Mujer,Nacional,BADAJOZ,1
42,3,45 - 49,Mujer,Nacional,VIZCAYA,2
16,4,25 - 29,Hombre,Extranjero,PORTUGAL,1
35,3,65 - 69,Mujer,Nacional,TOLEDO,1
29,3,65 - 69,Mujer,Nacional,CACERES,1
34,4,25 - 29,Hombre,Nacional,MADRID,6
25,3,90 - 94,Mujer,Nacional,ZAMORA,1
41,3,40 - 44,Mujer,Extranjero,CUBA,1
36,3,35 - 39,Mujer,Extranjero,CHINA,5
16,1,70 - 74,Hombre,Nacional,JAEN,1
35,3,35 - 39,Mujer,Nacional,CASTELLON/CASTELLO,1
34,4,55 - 59,Mujer,Nacional,MADRID,7
46,3,30 - 34,Mujer,Nacional,BADAJOZ,1
2,1,35 - 39,Mujer,Extranjero,BULGARIA,1
14,4,35 - 39,Hombre,Extranjero,CHINA,1
30,3,50 - 54,Hombre,Extranjero,COLOMBIA,2
14,3,25 - 29,Hombre,Nacional,CACERES,1
9,1,40 - 44,Mujer,Extranjero,COLOMBIA,5
15,1,55 - 59,Hombre,Extranjero,ECUADOR,1
46,3,50 - 54,Hombre,Nacional,HUESCA,1
38,4,35 - 39,Hombre,Nacional,GUADALAJARA,1
16,2,70 - 74,Mujer,Nacional,TOLEDO,1
15,4,35 - 39,Hombre,Nacional,CADIZ,1
8,1,55 - 59,Mujer,Extranjero,ECUADOR,2
15,3,10 - 14,Hombre,Nacional,,10
38,4,5 - 9,Hombre,Nacional,,63
6,3,10 - 14,Mujer,Nacional,,17
6,3,50 - 54,Mujer,Extranjero,COLOMBIA,2
34,4,60 - 64,Mujer,Nacional,BADAJOZ,1
30,3,30 - 34,Mujer,Extranjero,PERU,2
20,2,5 - 9,Mujer,Nacional,,31
31,4,10 - 14,Mujer,Nacional,,34
39,3,5 - 9,Mujer,Nacional,MADRID,46
4,3,15 - 19,Hombre,Nacional,,13
14,4,5 - 9,Hombre,Nacional,,17
12,3,15 - 19,Hombre,Extranjero,RUMANIA,2
36,3,10 - 14,Hombre,Nacional,,94
3,2,10 - 14,Mujer,Nacional,,28
36,4,10 - 14,Mujer,Nacional,MADRID,1
34,4,35 - 39,Hombre,Nacional,TARRAGONA,1
41,3,10 - 14,Mujer,Nacional,,8
38,4,40 - 44,Mujer,Nacional,LEON,1
9,4,10 - 14,Mujer,Nacional,,19
37,4,10 - 14,Mujer,Nacional,MALAGA,1
9,3,10 - 14,Mujer,Nacional,MADRID,2
5,3,10 - 14,Mujer,Nacional,,24
28,3,65 - 69,Mujer,Nacional,BADAJOZ,1
15,1,5 - 9,Mujer,Nacional,,28
29,3,10 - 14,Mujer,Nacional,MADRID,2
42,3,70 - 74,Mujer,Nacional,JAEN,1
20,2,30 - 34,Hombre,Nacional,BADAJOZ,1
12,1,75 - 79,Mujer,Nacional,LUGO,1
44,3,5 - 9,Mujer,Nacional,,49
18,1,35 - 39,Hombre,Nacional,NAVARRA,1
16,4,35 - 39,Hombre,Extranjero,MARRUECOS,8
15,2,90 - 94,Mujer,Nacional,CIUDAD REAL,1
1,3,40 - 44,Hombre,Extranjero,PERU,2
19,2,40 - 44,Hombre,Nacional,ZARAGOZA,1
9,4,60 - 64,Hombre,Extranjero,RUMANIA,2
35,4,35 - 39,Mujer,Extranjero,ANDORRA,1
26,4,55 - 59,Hombre,Extranjero,MARRUECOS,2
27,4,70 - 74,Hombre,Nacional,CUENCA,1
13,3,40 - 44,Hombre,Extranjero,COLOMBIA,3
2,1,35 - 39,Hombre,Extranjero,POLONIA,3
11,4,15 - 19,Hombre,Nacional,MADRID,5
11,1,10 - 14,Hombre,Nacional,,21
2,2,10 - 14,Hombre,Nacional,,15
17,3,15 - 19,Hombre,Nacional,,9
1,2,25 - 29,Mujer,Extranjero,RUMANIA,3
14,1,20 - 24,Mujer,Nacional,,17
15,1,85 - 89,Hombre,Nacional,ZAMORA,1
3,2,30 - 34,Hombre,Extranjero,CROACIA,1
4,4,10 - 14,Hombre,Nacional,,16
9,3,25 - 29,Hombre,Extranjero,RUMANIA,2
3,4,45 - 49,Mujer,Nacional,CACERES,1
3,1,30 - 34,Hombre,Nacional,VIZCAYA,1
26,4,35 - 39,Mujer,Extranjero,MARRUECOS,4
15,4,35 - 39,Hombre,Extranjero,RUMANIA,3
5,2,50 - 54,Hombre,Extranjero,CHILE,1
19,1,15 - 19,Hombre,Nacional,,16
31,3,65 - 69,Mujer,Nacional,CIUDAD REAL,1
18,1,50 - 54,Mujer,Extranjero,MARRUECOS,1
18,1,30 - 34,Hombre,Extranjero,MARRUECOS,1
11,2,5 - 9,Hombre,Nacional,,20
5,1,15 - 19,Hombre,Nacional,MADRID,10
3,3,15 - 19,Hombre,Nacional,,14
8,3,40 - 44,Mujer,Extranjero,RUMANIA,4
1,2,5 - 9,Mujer,Nacional,,27
35,3,10 - 14,Mujer,Nacional,,70
13,2,10 - 14,Mujer,Nacional,,36
30,4,60 - 64,Mujer,Nacional,CANTABRIA,1
40,3,60 - 64,Mujer,Nacional,AVILA,1
15,3,5 - 9,Hombre,Nacional,,7
6,2,10 - 14,Hombre,Nacional,,21
11,4,15 - 19,Hombre,Nacional,,11
39,3,10 - 14,Hombre,Nacional,MADRID,46
10,1,10 - 14,Hombre,Nacional,,27
6,1,10 - 14,Hombre,Nacional,,63
37,3,15 - 19,Hombre,Nacional,MADRID,10
39,4,10 - 14,Hombre,Nacional,,22
5,1,5 - 9,Hombre,Nacional,,32
16,3,15 - 19,Mujer,Extranjero,BULGARIA,1
8,3,15 - 19,Mujer,Nacional,,24
25,4,10 - 14,Hombre,Nacional,,12
39,3,5 - 9,Hombre,Nacional,MADRID,47
18,2,5 - 9,Hombre,Nacional,,22
28,3,15 - 19,Hombre,Nacional,,26
12,4,5 - 9,Hombre,Nacional,,15
14,1,95 - 99,Mujer,Nacional,CACERES,1
18,2,65 - 69,Mujer,Nacional,GUADALAJARA,1
18,3,25 - 29,Mujer,Nacional,MADRID,5
13,2,70 - 74,Mujer,Nacional,CADIZ,1
39,3,60 - 64,Mujer,Nacional,CUENCA,1
12,4,40 - 44,Mujer,Nacional,ZARAGOZA,1
39,3,5 - 9,Hombre,Nacional,MADRID,1
36,4,5 - 9,Hombre,Nacional,MADRID,20
10,2,15 - 19,Hombre,Nacional,,16
25,4,10 - 14,Mujer,Nacional,,13
16,1,5 - 9,Mujer,Nacional,,18
44,3,5 - 9,Hombre,Nacional,MADRID,3
30,3,10 - 14,Hombre,Nacional,,28
43,3,10 - 14,Mujer,Nacional,,13
38,4,5 - 9,Mujer,Nacional,,56
30,4,70 - 74,Mujer,Nacional,PALENCIA,1
38,3,10 - 14,Mujer,Nacional,MADRID,25
30,4,80 - 84,Mujer,Nacional,SALAMANCA,1
31,4,60 - 64,Mujer,Nacional,CIUDAD REAL,1
13,2,75 - 79,Mujer,Nacional,AVILA,1
33,3,5 - 9,Mujer,Nacional,MADRID,13
34,4,15 - 19,Mujer,Nacional,,13
4,1,70 - 74,Hombre,Nacional,BADAJOZ,1
31,4,50 - 54,Mujer,Nacional,MURCIA,1
16,2,55 - 59,Mujer,Nacional,SEGOVIA,1
31,4,55 - 59,Mujer,Nacional,CUENCA,1
5,3,5 - 9,Mujer,Nacional,,20
22,3,65 - 69,Hombre,Nacional,CIUDAD REAL,1
32,4,30 - 34,Hombre,Nacional,CANTABRIA,1
18,1,55 - 59,Mujer,Nacional,ASTURIAS,1
43,3,10 - 14,Hombre,Nacional,,21
28,4,10 - 14,Hombre,Nacional,MADRID,17
15,1,5 - 9,Hombre,Nacional,,19
13,3,10 - 14,Hombre,Nacional,MADRID,7
14,1,50 - 54,Mujer,Extranjero,ECUADOR,6
2,3,65 - 69,Hombre,Nacional,TOLEDO,1
12,2,15 - 19,Mujer,Nacional,,19
29,4,30 - 34,Hombre,Extranjero,SUECIA,1
18,4,50 - 54,Hombre,Extranjero,PERU,1
16,3,55 - 59,Mujer,Nacional,TOLEDO,1
34,4,50 - 54,Hombre,Nacional,BADAJOZ,1
33,3,10 - 14,Hombre,Nacional,MADRID,1
3,1,10 - 14,Mujer,Nacional,,14
16,3,15 - 19,Mujer,Nacional,,23
18,3,55 - 59,Mujer,Nacional,BADAJOZ,1
16,4,10 - 14,Mujer,Nacional,MADRID,7
14,2,10 - 14,Mujer,Nacional,,21
3,1,15 - 19,Hombre,Nacional,,12
9,3,15 - 19,Mujer,Nacional,,37
16,2,55 - 59,Mujer,Nacional,AVILA,1
8,3,45 - 49,Hombre,Extranjero,NIGERIA,1
38,4,40 - 44,Hombre,Nacional,TERUEL,1
34,4,5 - 9,Hombre,Nacional,MADRID,36
14,2,80 - 84,Mujer,Nacional,MADRID,1
8,4,95 - 99,Mujer,Nacional,MADRID,1
2,1,40 - 44,Hombre,Extranjero,ARGENTINA,2
12,2,10 - 14,Mujer,Extranjero,ITALIA,1
7,1,15 - 19,Hombre,Nacional,,17
39,3,15 - 19,Hombre,Nacional,MADRID,28
11,2,15 - 19,Mujer,Nacional,,10
9,2,5 - 9,Hombre,Nacional,,20
40,3,10 - 14,Hombre,Nacional,MADRID,8
4,2,30 - 34,Hombre,Extranjero,PORTUGAL,1
15,2,65 - 69,Hombre,Nacional,ZAMORA,1
42,3,15 - 19,Hombre,Nacional,MADRID,1
11,1,15 - 19,Hombre,Extranjero,RUMANIA,2
22,2,5 - 9,Hombre,Nacional,MADRID,2
3,4,15 - 19,Mujer,Extranjero,CHINA,2
31,3,10 - 14,Mujer,Nacional,,5
19,2,5 - 9,Mujer,Nacional,,35
10,3,5 - 9,Hombre,Nacional,,25
28,3,40 - 44,Hombre,Nacional,BADAJOZ,1
4,2,75 - 79,Hombre,Nacional,CORDOBA,1
26,4,10 - 14,Mujer,Extranjero,MARRUECOS,1
29,3,10 - 14,Hombre,Nacional,,18
4,1,10 - 14,Hombre,Nacional,MADRID,2
2,1,25 - 29,Hombre,Nacional,GUADALAJARA,1
16,3,60 - 64,Mujer,Nacional,BADAJOZ,1
16,4,10 - 14,Hombre,Nacional,MADRID,4
18,3,15 - 19,Hombre,Nacional,,13
22,3,15 - 19,Mujer,Nacional,,7
29,3,15 - 19,Mujer,Nacional,MADRID,8
11,1,5 - 9,Hombre,Nacional,,23
5,2,5 - 9,Mujer,Nacional,MADRID,1
17,1,50 - 54,Mujer,Extranjero,MARRUECOS,3
11,1,10 - 14,Mujer,Nacional,MADRID,3
16,4,10 - 14,Mujer,Nacional,,17
17,2,15 - 19,Hombre,Nacional,MADRID,8
32,4,65 - 69,Mujer,Nacional,CIUDAD REAL,1
26,4,10 - 14,Mujer,Nacional,,21
1,3,10 - 14,Mujer,Nacional,,13
26,4,90 - 94,Mujer,Nacional,AVILA,1
13,4,55 - 59,Mujer,Nacional,TOLEDO,1
1,2,100 - 104,Mujer,Nacional,TOLEDO,1
14,1,65 - 69,Mujer,Extranjero,VENEZUELA,1
32,3,5 - 9,Mujer,Nacional,,6
29,4,15 - 19,Hombre,Nacional,MADRID,2
14,2,75 - 79,Mujer,Nacional,ASTURIAS,1
35,3,10 - 14,Mujer,Nacional,MADRID,12
39,3,30 - 34,Hombre,Nacional,GRANADA,1
29,3,10 - 14,Mujer,Nacional,,16
38,3,5 - 9,Mujer,Nacional,MADRID,8
18,3,70 - 74,Mujer,Nacional,TOLEDO,1
1,3,25 - 29,Mujer,Nacional,MADRID,1
21,4,25 - 29,Hombre,Nacional,,4
34,4,30 - 34,Mujer,Nacional,PONTEVEDRA,1
14,2,15 - 19,Hombre,Extranjero,RUMANIA,2
46,3,5 - 9,Mujer,Nacional,,74
18,2,10 - 14,Hombre,Nacional,MADRID,1
13,4,45 - 49,Mujer,Extranjero,BULGARIA,2
5,2,45 - 49,Mujer,Nacional,TOLEDO,1
21,3,40 - 44,Mujer,Extranjero,REPUBLICA DOMINICANA,1
3,2,5 - 9,Hombre,Nacional,MADRID,1
26,3,75 - 79,Hombre,Nacional,PALENCIA,1
23,4,55 - 59,Hombre,Extranjero,REPUBLICA DOMINICANA,1
7,2,60 - 64,Mujer,Nacional,TOLEDO,1
30,3,75 - 79,Hombre,Nacional,ZAMORA,1
7,4,50 - 54,Hombre,Nacional,CIUDAD REAL,1
15,4,50 - 54,Mujer,Nacional,BADAJOZ,1
17,4,10 - 14,Hombre,Nacional,MADRID,5
13,3,55 - 59,Hombre,Nacional,TOLEDO,1
30,4,60 - 64,Mujer,Nacional,CUENCA,1
22,3,70 - 74,Hombre,Nacional,BADAJOZ,1
32,4,45 - 49,Mujer,Extranjero,COLOMBIA,4
13,4,60 - 64,Hombre,Nacional,BADAJOZ,1
30,3,75 - 79,Hombre,Nacional,CORDOBA,1
16,1,10 - 14,Hombre,Extranjero,ALEMANIA,1
27,3,10 - 14,Mujer,Nacional,,14
1,4,10 - 14,Hombre,Nacional,ALICANTE/ALACANT,1
45,3,10 - 14,Hombre,Nacional,MADRID,2
37,3,10 - 14,Mujer,Nacional,MADRID,12
5,1,15 - 19,Hombre,Nacional,MADRID,2
2,4,75 - 79,Mujer,Extranjero,ECUADOR,2
2,4,55 - 59,Hombre,Extranjero,MARRUECOS,1
3,1,10 - 14,Hombre,Nacional,,7
6,4,15 - 19,Mujer,Nacional,,17
42,3,5 - 9,Hombre,Nacional,MADRID,14
40,3,65 - 69,Mujer,Nacional,CANTABRIA,1
44,3,45 - 49,Mujer,Extranjero,REPUBLICA DOMINICANA,1
9,2,70 - 74,Mujer,Nacional,MADRID,3
2,1,10 - 14,Mujer,Nacional,MADRID,1
3,1,80 - 84,Hombre,Nacional,SEVILLA,1
5,1,15 - 19,Mujer,Nacional,MADRID,5
1,3,5 - 9,Mujer,Nacional,,24
6,3,10 - 14,Mujer,Nacional,MADRID,5
34,3,15 - 19,Mujer,Extranjero,RUSIA,1
35,3,15 - 19,Mujer,Extranjero,CHINA,1
20,3,15 - 19,Hombre,Extranjero,URUGUAY,1
25,3,10 - 14,Hombre,Nacional,MADRID,3
13,2,65 - 69,Mujer,Nacional,LEON,1
17,4,10 - 14,Hombre,Nacional,MADRID,1
1,2,35 - 39,Hombre,Nacional,CANTABRIA,1
29,4,60 - 64,Mujer,Nacional,TOLEDO,1
26,3,10 - 14,Mujer,Nacional,,11
21,3,70 - 74,Mujer,Nacional,SEGOVIA,1
5,1,60 - 64,Mujer,Nacional,ZAMORA,1
39,4,10 - 14,Mujer,Nacional,MADRID,7
29,4,15 - 19,Mujer,Nacional,MADRID,1
5,4,10 - 14,Hombre,Nacional,,17
6,4,50 - 54,Hombre,Nacional,TOLEDO,1
37,4,45 - 49,Mujer,Nacional,BADAJOZ,1
12,2,5 - 9,Mujer,Nacional,,37
14,4,65 - 69,Mujer,Extranjero,BULGARIA,2
26,4,10 - 14,Mujer,Nacional,GIRONA,1
38,3,5 - 9,Mujer,Nacional,MADRID,4
46,3,30 - 34,Mujer,Extranjero,PERU,1
22,2,45 - 49,Mujer,Extranjero,FRANCIA,1
5,4,65 - 69,Mujer,Nacional,PALENCIA,1
